id|Citations|Productivity|Degree|Nationality|aff_country|Gender|Nationality_Region|Nationality_IncomeGroup|aff_country_Region|aff_country_IncomeGroup
ur.01153754354.91|167238|10|24|US|United States|male|North America|High income|North America|High income
ur.01270235327.24|105756|4|13|IE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01326610423.52|97695|2|4|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.07541605423.18|61498|1|2|KR|United States||East Asia & Pacific|High income|North America|High income
ur.01201000573.87|61498|1|2|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.0674300727.83|61498|1|2|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.0706204515.71|106065|4|4|DE|Austria|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01165772664.42|48421|1|1|CH|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01207120103.29|136316|13|67|RU|United Kingdom||Europe & Central Asia|Upper middle income|Europe & Central Asia|High income
ur.0721730631.45|142042|13|60|TR|United Kingdom||Europe & Central Asia|Upper middle income|Europe & Central Asia|High income
ur.07423561367.62|73111|6|40|RU|United Kingdom||Europe & Central Asia|Upper middle income|Europe & Central Asia|High income
ur.01242565474.00|62775|3|19|CN|United Kingdom||East Asia & Pacific|Upper middle income|Europe & Central Asia|High income
ur.0657076451.24|62874|6|38|CN|China|male|East Asia & Pacific|Upper middle income|East Asia & Pacific|Upper middle income
ur.011535264111.51|55039|2|14|BY|Russia||Europe & Central Asia|Upper middle income|Europe & Central Asia|Upper middle income
ur.0767105504.29|59208|3|15|RU|United Kingdom||Europe & Central Asia|Upper middle income|Europe & Central Asia|High income
ur.011033016243.08|55039|2|14|RU|Russia||Europe & Central Asia|Upper middle income|Europe & Central Asia|Upper middle income
ur.01137123101.53|40272|2|2|AT|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0612336673.17|35215|1|1|ZA|South Africa|male|Sub-Saharan Africa|Upper middle income|Sub-Saharan Africa|Upper middle income
ur.01212135660.92|64058|3|3|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.013324660742.20|34653|1|1|MY|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.012401436171.63|32306|1|1|NL|United States|male|Europe & Central Asia|High income|North America|High income
ur.014404706153.05|32306|1|1|US|United States|male|North America|High income|North America|High income
ur.0632511150.69|74946|10|24|HU|United States||Europe & Central Asia|High income|North America|High income
ur.01017036620.03|62324|7|14|GH|United States||Sub-Saharan Africa|Lower middle income|North America|High income
ur.013617370277.09|27460|1|1|AT|France||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.012306176627.11|24226|1|0|SE|Sweden|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01036471035.73|22429|2|2|AT|Austria|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.07442033622.09|17503|1|2|US|United States||North America|High income|North America|High income
ur.01003107025.98|17503|1|2|TW|United Kingdom|male|||Europe & Central Asia|High income
ur.013334661665.35|17503|1|2|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.012717231635.33|20085|2|3|CN|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.011533642664.45|16265|1|2|US|United States|male|North America|High income|North America|High income
ur.0777233565.51|16265|1|2|US|United States|male|North America|High income|North America|High income
ur.013033620017.83|16265|1|2|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.01060311600.37|15220|1|3|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0703425043.44|15220|1|3|DE|Sweden||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.012354627662.08|15220|1|3|US|United States||North America|High income|North America|High income
ur.0731647510.44|15220|1|3|CA|United Kingdom||North America|High income|Europe & Central Asia|High income
ur.010340372063.09|17169|2|7|BR|Singapore|male|Latin America & Caribbean|Upper middle income|East Asia & Pacific|High income
ur.0723650047.49|15175|1|4|GN|Spain||Sub-Saharan Africa|Lower middle income|Europe & Central Asia|High income
ur.016026302173.26|21152|2|11|BR|Portugal||Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.01011650355.04|14723|1|0|RS|United States||Europe & Central Asia|Upper middle income|North America|High income
ur.0577663540.73|21076|4|4|US|United States|male|North America|High income|North America|High income
ur.0721775233.60|28788|5|26|IL|Netherlands||Middle East & North Africa|High income|Europe & Central Asia|High income
ur.016351021375.63|14127|1|6||Canada||||North America|High income
ur.016151173635.14|27287|2|8|SK|Canada|male|Europe & Central Asia|High income|North America|High income
ur.01073016174.49|14127|1|6|KE|United States|male|Sub-Saharan Africa|Lower middle income|North America|High income
ur.01205630561.66|14127|1|6|US|United States|male|North America|High income|North America|High income
ur.014034553115.79|16248|2|7|IN|United States|male|South Asia|Lower middle income|North America|High income
ur.013360137015.60|14127|1|6|PT|Portugal|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015461566321.61|13160|1|2|PL|Canada||Europe & Central Asia|High income|North America|High income
ur.015102365217.89|13160|1|2|JO|Canada||Middle East & North Africa|Lower middle income|North America|High income
ur.0621643160.19|79831|14|8|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.01114156164.38|13056|1|0|AU|United States||East Asia & Pacific|High income|North America|High income
ur.01304367114.15|12690|1|1|AT|United States|male|Europe & Central Asia|High income|North America|High income
ur.0770412736.65|17889|3|7|AR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.014553417502.09|12040|1|0|US|United States|male|North America|High income|North America|High income
ur.0621145454.43|11848|1|2|DK|Australia|male|Europe & Central Asia|High income|East Asia & Pacific|High income
ur.01020333514.12|11848|1|2|TW|United States|male|||North America|High income
ur.07355623634.53|19427|3|2|BO|United States||Latin America & Caribbean|Lower middle income|North America|High income
ur.0775325121.62|21880|2|2|NZ|United States||East Asia & Pacific|High income|North America|High income
ur.0643364073.68|11082|1|0|CA|United States|male|North America|High income|North America|High income
ur.014345025177.25|10899|1|2|CH|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010316641605.64|14100|2|3|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.011211464257.08|10899|1|2|US|United States|male|North America|High income|North America|High income
ur.016604674465.26|10375|1|0|FR|United States||Europe & Central Asia|High income|North America|High income
ur.012231204137.50|10261|1|1|CH|United States||Europe & Central Asia|High income|North America|High income
ur.010675506543.03|10261|1|1|US|United States||North America|High income|North America|High income
ur.016240210261.17|22979|6|5|ZA|United States|male|Sub-Saharan Africa|Upper middle income|North America|High income
ur.0732273267.25|9808|1|1|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.011262460751.90|9808|1|1|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.013067673344.41|27981|5|13|GB|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01170402002.42|9585|1|1|CH|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01005433737.34|9585|1|1|IL|Israel|male|Middle East & North Africa|High income|Middle East & North Africa|High income
ur.014122310615.46|19971|4|2|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.010265144030.40|9447|1|2|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.016431013674.93|9447|1|2|BG|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.0704160417.51|9440|1|3|SQ||||||
ur.010546143103.08|19780|4|21|MQ|United States|male|||North America|High income
ur.0722660612.29|23846|5|25|KR|United States|male|East Asia & Pacific|High income|North America|High income
ur.014633305273.77|9432|1|1|AR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.014066625550.68|9432|1|1|AU|Australia|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.01076142001.95|9328|1|8|TW|United States|male|||North America|High income
ur.01300660636.14|12462|2|15|US|United States|male|North America|High income|North America|High income
ur.01240773741.23|12287|2|17|IE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01251614235.67|9328|1|8|LB|United States|male|Middle East & North Africa|Lower middle income|North America|High income
ur.01173507213.43|9328|1|8|IT|United States|male|Europe & Central Asia|High income|North America|High income
ur.0623367736.95|9328|1|8|SK|United States|male|Europe & Central Asia|High income|North America|High income
ur.01057260613.79|9328|1|8|IE|United States|female|Europe & Central Asia|High income|North America|High income
ur.015445210647.42|12462|2|15|GB|United States|female|Europe & Central Asia|High income|North America|High income
ur.01153006760.26|12462|2|15|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.01046247764.21|9170|1|1|CH|United States||Europe & Central Asia|High income|North America|High income
ur.0663550611.06|9170|1|1|CH|United States||Europe & Central Asia|High income|North America|High income
ur.013655512033.30|13117|2|2|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013066721724.03|9154|1|1|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01264034644.31|8990|1|1|BD|United States||South Asia|Lower middle income|North America|High income
ur.0766143253.20|20118|5|6|SN|United States||Sub-Saharan Africa|Lower middle income|North America|High income
ur.01024676171.26|8656|1|1|PL|Switzerland||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010215006145.88|8656|1|1|DE|Switzerland||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011230322172.45|24182|6|20|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.01364311576.95|12720|2|6|CA|Canada|male|North America|High income|North America|High income
ur.01127736412.71|8592|1|5|CA|United States|male|North America|High income|North America|High income
ur.07736530137.75|8592|1|5|HU|United States|male|Europe & Central Asia|High income|North America|High income
ur.010217301725.12|11610|2|5|BR|Israel|male|Latin America & Caribbean|Upper middle income|Middle East & North Africa|High income
ur.012464441160.24|20230|4|9|US|United States|male|North America|High income|North America|High income
ur.01065357012.93|8543|1|8|TR|United States||Europe & Central Asia|Upper middle income|North America|High income
ur.013076575351.14|8543|1|8||United States||||North America|High income
ur.0635751262.25|8543|1|8|CN|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.015502062155.41|8543|1|8|TR|United States||Europe & Central Asia|Upper middle income|North America|High income
ur.012303627103.66|8543|1|8|RU|United States|male|Europe & Central Asia|Upper middle income|North America|High income
ur.015762014215.60|8543|1|8|TR|United States||Europe & Central Asia|Upper middle income|North America|High income
ur.015656637343.41|8543|1|8|IL|United States||Middle East & North Africa|High income|North America|High income
ur.012546244607.37|8543|1|8|KR|United States|female|East Asia & Pacific|High income|North America|High income
ur.012336247453.39|8543|1|8|TR|United States||Europe & Central Asia|Upper middle income|North America|High income
ur.01005504116.00|10614|2|7|HK|United States|male|East Asia & Pacific|High income|North America|High income
ur.01217153226.17|11147|2|9|KR|South Korea|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.01302747466.26|16690|3|16|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.01037737316.13|10614|2|7|LK|United States||South Asia|Lower middle income|North America|High income
ur.01257703457.74|13339|3|12|AT|United States|male|Europe & Central Asia|High income|North America|High income
ur.0760601756.09|15348|4|5|AO|Italy|male|Sub-Saharan Africa|Lower middle income|Europe & Central Asia|High income
ur.014500317431.28|8182|1|4|BD|United States|male|South Asia|Lower middle income|North America|High income
ur.01030562711.18|8182|1|4|IE|United States|male|Europe & Central Asia|High income|North America|High income
ur.012536402043.60|11413|2|5||United States|male|||North America|High income
ur.052066471.04|8182|1|4|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01150602324.73|8182|1|4|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.014401622577.37|11553|2|6|CH|United States|male|Europe & Central Asia|High income|North America|High income
ur.014275232026.60|8111|1|2|IL|United States||Middle East & North Africa|High income|North America|High income
ur.0771634612.94|8111|1|2|RU|United States||Europe & Central Asia|Upper middle income|North America|High income
ur.07747523442.25|8060|1|7|DE|United States||Europe & Central Asia|High income|North America|High income
ur.01024231643.99|8060|1|7||United States||||North America|High income
ur.015444426174.36|8060|1|7|SE|United States||Europe & Central Asia|High income|North America|High income
ur.0765302734.41|8060|1|7|IE|United States||Europe & Central Asia|High income|North America|High income
ur.0642343627.68|8060|1|7||United States||||North America|High income
ur.0626543213.43|8060|1|7|NL|United States||Europe & Central Asia|High income|North America|High income
ur.01151247471.23|8060|1|7|GB|United States||Europe & Central Asia|High income|North America|High income
ur.015132133207.80|8060|1|7|IL|United States||Middle East & North Africa|High income|North America|High income
ur.01175076362.67|7994|1|0|IE|United States|male|Europe & Central Asia|High income|North America|High income
ur.07765600471.53|7964|1|1|US|United States|male|North America|High income|North America|High income
ur.011360541471.28|7964|1|1|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.013567564775.46|7733|1|0|CM|United States|male|Sub-Saharan Africa|Lower middle income|North America|High income
ur.012767104325.34|7724|1|1|IE|United States||Europe & Central Asia|High income|North America|High income
ur.013753670155.15|7724|1|1|US|United States||North America|High income|North America|High income
ur.012022222273.25|7491|1|0|US|Netherlands|male|North America|High income|Europe & Central Asia|High income
ur.015521154301.78|7385|1|1|US|United States|male|North America|High income|North America|High income
ur.011062232417.22|7385|1|1|SE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01172527351.88|7269|1|2|US|United States||North America|High income|North America|High income
ur.010631325304.99|28059|6|19|GB|United States||Europe & Central Asia|High income|North America|High income
ur.0607170326.51|9527|2|5|DK|United States||Europe & Central Asia|High income|North America|High income
ur.0664065627.24|7209|1|1|ES|Italy||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01224536717.83|16543|3|4|IT|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01300046647.03|7109|1|3|IN|United States|male|South Asia|Lower middle income|North America|High income
ur.01036747633.75|7109|1|3|TR|United States|female|Europe & Central Asia|Upper middle income|North America|High income
ur.01350363167.62|7109|1|3|JM|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.0615714577.26|7109|1|3|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.013022100313.56|6964|1|0|GB|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01201357361.13|12072|2|4|CH|United States|male|Europe & Central Asia|High income|North America|High income
ur.01016705651.70|6948|1|2|AF|United States|female|South Asia|Low income|North America|High income
ur.01242752130.43|6925|1|0|CH|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01011155323.59|6912|1|2|HR|United States|male|Europe & Central Asia|High income|North America|High income
ur.01372161601.93|6912|1|2|CO|Austria|male|Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.01105323735.15|11929|3|9|IN|United States|male|South Asia|Lower middle income|North America|High income
ur.0757446626.15|6905|1|0|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.012167536221.36|6900|1|1|CM|France||Sub-Saharan Africa|Lower middle income|Europe & Central Asia|High income
ur.011160144026.70|6900|1|1|BE|France||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010756027114.96|13274|3|12|SE|Sweden||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01106644364.96|13274|3|12|US|United States|male|North America|High income|North America|High income
ur.014601731345.44|13274|3|12|DK|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015003260717.91|6770|1|0|IL|United States||Middle East & North Africa|High income|North America|High income
ur.013237635704.26|6682|1|2|HK|United States|male|East Asia & Pacific|High income|North America|High income
ur.013324546321.39|6682|1|2|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.01356716460.59|11945|3|7|JP|United States||East Asia & Pacific|High income|North America|High income
ur.013624363051.73|9239|2|4|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.010316642762.32|8848|2|2|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.010042543335.11|6592|1|2|CH|United States|male|Europe & Central Asia|High income|North America|High income
ur.0727564714.69|11743|3|8|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.014120265635.06|6552|1|1|VE|Venezuela||Latin America & Caribbean||Latin America & Caribbean|
ur.015005645601.35|6552|1|1|FR|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014763074632.40|11445|2|2|CR|United States|female|Latin America & Caribbean|Upper middle income|North America|High income
ur.01242263635.23|11445|2|2|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.015352665653.34|13725|3|13|CR|Canada|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.013263404343.05|15773|4|16|SI|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.012561425621.14|20549|6|17|US|Germany|male|North America|High income|Europe & Central Asia|High income
ur.01014615471.74|6511|1|4|DK|United States||Europe & Central Asia|High income|North America|High income
ur.01206767217.15|6511|1|4|CZ|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016334316153.89|6511|1|4|IR|United States||Middle East & North Africa|Lower middle income|North America|High income
ur.012041054001.87|6511|1|4|SQ|United States||||North America|High income
ur.015161536125.41|6511|1|4|DE|United States||Europe & Central Asia|High income|North America|High income
ur.012613442051.41|6434|1|0|MG|United States||Sub-Saharan Africa|Low income|North America|High income
ur.0702657043.11|15595|4|4|BR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.013153602042.70|6389|1|4|GB|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016262143321.19|9444|2|6|US|United States|male|North America|High income|North America|High income
ur.011403412052.00|6389|1|4|DK|United States|male|Europe & Central Asia|High income|North America|High income
ur.01112621172.58|6389|1|4|CR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.0652746550.07|11669|3|7|NC|United States|male|East Asia & Pacific|High income|North America|High income
ur.01222150754.25|11874|2|8|DE|United States||Europe & Central Asia|High income|North America|High income
ur.01032066060.90|6268|1|2|IT|Switzerland|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01033644072.15|6268|1|2|AR|Switzerland|male|Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.0762271037.55|6257|1|2|BJ|United States|male|Sub-Saharan Africa|Lower middle income|North America|High income
ur.07353444575.53|6257|1|2|SE|United States|male|Europe & Central Asia|High income|North America|High income
ur.011344733521.27|6257|1|2|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01101035010.11|12447|3|13|CN|United States|male|East Asia & Pacific|Upper middle income|North America|High income
ur.01151454145.13|15653|4|15|CN|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.012212614165.22|15378|5|2|CN|United Kingdom|male|East Asia & Pacific|Upper middle income|Europe & Central Asia|High income
ur.015055424517.87|5999|1|1|CH|United States|male|Europe & Central Asia|High income|North America|High income
ur.010720361062.46|5999|1|1|US|United States|male|North America|High income|North America|High income
ur.0763521661.41|5988|1|4|IT|Italy|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01060742250.24|9174|2|5|US|Italy|male|North America|High income|Europe & Central Asia|High income
ur.0620644104.36|8268|2|8|CO|Spain|male|Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.0726655414.15|5988|1|4|PE|France|male|Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.016363614222.68|5988|1|4|KR|Italy||East Asia & Pacific|High income|Europe & Central Asia|High income
ur.01032316131.09|5977|1|7|AE|United Kingdom||Middle East & North Africa|High income|Europe & Central Asia|High income
ur.01167557463.05|11717|2|13|JM|United Kingdom||Latin America & Caribbean|Upper middle income|Europe & Central Asia|High income
ur.01324571004.87|5977|1|7|UA|United Kingdom||Europe & Central Asia|Lower middle income|Europe & Central Asia|High income
ur.01100431331.04|17446|3|17|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0650322642.18|5977|1|7|AT|Portugal||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013177012437.32|5934|1|4|NZ|United Kingdom|male|East Asia & Pacific|High income|Europe & Central Asia|High income
ur.01032127305.90|5934|1|4|IL|United Kingdom|male|Middle East & North Africa|High income|Europe & Central Asia|High income
ur.01160111266.19|5934|1|4|GB|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01347546101.52|5934|1|4|IL|United Kingdom|male|Middle East & North Africa|High income|Europe & Central Asia|High income
ur.011256207542.71|5934|1|4|GB|United Kingdom|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011662600637.33|5919|1|3|BR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.01114660664.27|5919|1|3|US|United States|male|North America|High income|North America|High income
ur.014002056055.71|12843|3|6|PK|United States|male|South Asia|Lower middle income|North America|High income
ur.010264105226.81|5919|1|3|UY|United States|male|Latin America & Caribbean|High income|North America|High income
ur.015467345175.04|5916|1|0|FR|United States|male|Europe & Central Asia|High income|North America|High income
ur.015735365047.15|5901|1|0|BE|Netherlands||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.07524443042.65|5825|1|1|IL|Belgium|male|Middle East & North Africa|High income|Europe & Central Asia|High income
ur.0775337371.63|5825|1|1|BE|Belgium|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013215545271.59|5779|1|0|DE|Germany|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01367004535.41|5759|1|5||United Kingdom||||Europe & Central Asia|High income
ur.01360204563.80|5759|1|5|IT|United States||Europe & Central Asia|High income|North America|High income
ur.01340526721.32|5759|1|5|HU|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01236223766.99|5759|1|5|CH|Germany||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01253355521.43|5759|1|5|KR|South Korea||East Asia & Pacific|High income|East Asia & Pacific|High income
ur.0640512403.86|15844|3|17|SE|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.010205212117.50|5740|1|6|NZ|United Kingdom||East Asia & Pacific|High income|Europe & Central Asia|High income
ur.016712641445.55|5733|1|6|NL|Netherlands||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0742651270.08|5733|1|6|DE|Netherlands|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01212362023.37|10377|3|10|NL|Netherlands|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0604676620.49|5733|1|6|VE|Netherlands|male|Latin America & Caribbean||Europe & Central Asia|High income
ur.013456432145.16|5733|1|6|NL|Netherlands|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.014166417253.06|10377|3|10|NL|Netherlands|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01331553652.37|5733|1|6|DE|Canada||Europe & Central Asia|High income|North America|High income
ur.014653002743.81|5666|1|2|US|United States|male|North America|High income|North America|High income
ur.010414570256.97|5666|1|2|TR|Turkey|female|Europe & Central Asia|Upper middle income|Europe & Central Asia|Upper middle income
ur.01016574216.23|5666|1|2|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.01311471021.39|5665|1|1|TW|United States|female|||North America|High income
ur.014175616035.08|5665|1|1|US|United States|male|North America|High income|North America|High income
ur.0744674145.06|8399|2|1|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.016050073013.18|5604|1|1|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015771765055.36|5604|1|1|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016361227267.11|8524|2|0|JP|Japan|male|East Asia & Pacific|High income|East Asia & Pacific|High income
ur.0641233734.54|5554|1|1|AT|Israel|male|Europe & Central Asia|High income|Middle East & North Africa|High income
ur.01017262777.20|5554|1|1|IL|Israel|male|Middle East & North Africa|High income|Middle East & North Africa|High income
ur.01157072046.40|5543|1|7|IL|United States||Middle East & North Africa|High income|North America|High income
ur.0672003263.22|5543|1|7|US|United States||North America|High income|North America|High income
ur.01332351610.88|7771|2|16|CN|United States||East Asia & Pacific|Upper middle income|North America|High income
ur.01222124041.27|5543|1|7|CZ|United States||Europe & Central Asia|High income|North America|High income
ur.011656616717.41|5543|1|7|US|United States||North America|High income|North America|High income
ur.01273434240.39|9219|2|10|PA|United States||Latin America & Caribbean|High income|North America|High income
ur.01047774761.46|5523|1|6|GH|United States||Sub-Saharan Africa|Lower middle income|North America|High income
ur.01105722354.85|5523|1|6|CA|United States||North America|High income|North America|High income
ur.01130371715.50|5523|1|6|US|United States||North America|High income|North America|High income
ur.01106116117.02|22374|6|17|KR|United States||East Asia & Pacific|High income|North America|High income
ur.01022050640.48|5367|1|0|US|United States|male|North America|High income|North America|High income
ur.015374422025.50|5366|1|1|IN|United Kingdom||South Asia|Lower middle income|Europe & Central Asia|High income
ur.014524742172.54|5366|1|1|GB|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.013435203063.89|5356|1|0|SQ|United States|male|||North America|High income
ur.0727303777.13|5348|1|3|IT|United Kingdom||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01350304715.28|5348|1|3|CN|United Kingdom||East Asia & Pacific|Upper middle income|Europe & Central Asia|High income
ur.01013163063.00|5348|1|3|BD|United Kingdom||South Asia|Lower middle income|Europe & Central Asia|High income
ur.0737006177.12|10898|3|13|IT|United Kingdom|female|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.011376134701.38|5337|1|1|US|United States|male|North America|High income|North America|High income
ur.057520743.43|5337|1|1|US|United States|male|North America|High income|North America|High income
ur.011140106176.31|5322|1|0|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.0616444246.75|5218|1|2|CA|United States|male|North America|High income|North America|High income
ur.01230142470.15|5218|1|2|DE|United States|male|Europe & Central Asia|High income|North America|High income
ur.016611633637.08|5218|1|2|GB|United States||Europe & Central Asia|High income|North America|High income
ur.013051007315.74|5177|1|3|TW|Netherlands|male|||Europe & Central Asia|High income
ur.013765463303.42|5177|1|3|NL|Netherlands|female|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.012101545355.97|5177|1|3|NL|Netherlands||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.015565113614.11|5177|1|3|NL|Netherlands||Europe & Central Asia|High income|Europe & Central Asia|High income
ur.01161633026.26|5124|1|2|US|United States|male|North America|High income|North America|High income
ur.0612525555.61|5029|1|1|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.013166255175.02|8940|2|2|AT|||Europe & Central Asia|High income||
ur.016256061637.78|5016|1|1|IL|United Kingdom||Middle East & North Africa|High income|Europe & Central Asia|High income
ur.014677762157.70|8548|2|1|IE|Australia|male|Europe & Central Asia|High income|East Asia & Pacific|High income
ur.07727475735.75|4943|1|4|BR|||Latin America & Caribbean|Upper middle income||
ur.013200243114.43|4943|1|4|US|||North America|High income||
ur.011606114057.92|4943|1|4|NZ|||East Asia & Pacific|High income||
ur.012765433575.11|4943|1|4|NL|||Europe & Central Asia|High income||
ur.010211246401.27|4943|1|4|US|Brazil||North America|High income|Latin America & Caribbean|Upper middle income
ur.014042617373.20|4931|1|3|AR|United States|male|Latin America & Caribbean|Upper middle income|North America|High income
ur.016615751542.51|4931|1|3|NZ|United States|male|East Asia & Pacific|High income|North America|High income
ur.012613662515.80|4931|1|3|IL|United States|male|Middle East & North Africa|High income|North America|High income
ur.010373563373.27|4931|1|3|GB|United States|male|Europe & Central Asia|High income|North America|High income
ur.012700677637.97|4924|1|0|TW|United States|male|||North America|High income
ur.010461522537.59|4904|1|0|US|United States||North America|High income|North America|High income
ur.07637042464.41|4888|1|0|AT|United States||Europe & Central Asia|High income|North America|High income
ur.01370021645.17|15221|4|14|HU|Hungary|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.0731112626.37|4879|1|4|HU|Hungary|male|Europe & Central Asia|High income|Europe & Central Asia|High income
ur.016626773715.87|4879|1|4|IL|Israel||Middle East & North Africa|High income|Middle East & North Africa|High income
ur.014312157652.15|4879|1|4|IL|Israel|male|Middle East & North Africa|High income|Middle East & North Africa|High income
ur.010755450661.75|4879|1|4|IL|Israel|male|Middle East & North Africa|High income|Middle East & North Africa|High income
